square_id,total_internet
5953,1283349.5
5164,1282730.2
5668,1275122.0
4862,1274870.5
5462,1274189.8
4662,1272160.9
6772,1271272.8
4963,1267091.6
5773,1265987.8
5873,1259022.1
4557,1258170.2
5048,1256526.2
4658,1255514.4
5069,1255028.9
4647,1253993.5
5762,1253829.8
5249,1253400.9
5170,1249534.0
5853,1246397.8
5270,1245867.1
4356,1243822.2
4364,1240776.0
4255,1239221.4
4849,1238756.5
5952,1232369.0
5168,1230437.5
4969,1228607.6
4651,1214764.6
4160,1210477.2
5669,1209829.6
6060,1208304.5
5865,1208236.1
5459,1206366.6
6560,1206129.5
5057,1206011.5
6372,1205660.5
4547,1202808.8
6149,1198921.6
4750,1198422.2
4650,1197464.6
6070,1191113.4
5449,1190800.4
5363,1187614.0
5070,1185254.4
5169,1184465.1
5453,1183464.9
6148,1183164.0
4949,1182545.6
6274,1181709.6
5146,1180185.1
6368,1178593.1
5970,1170483.9
5264,1162746.2
6167,1161759.6
5450,1161744.6
4964,1154965.6
6370,1154800.0
5362,1152815.9
5869,1145162.9
5971,1143172.9
5046,1141792.1
4751,1136611.5
6360,1135547.5
5653,1132853.4
4254,1130704.1
4952,1130081.2
7163,1127521.0
4260,1126357.9
4358,1124392.0
6557,1118202.2
6352,1116273.9
5646,1115693.4
5149,1115246.4
5452,1114384.0
4545,1110307.6
4161,1109917.1
4549,1107601.9
4154,1104509.4
6565,1101749.8
4850,1098851.8
5054,1094898.0
4546,1092366.0
6163,1092104.1
5570,1091165.2
6675,1089244.2
5352,1088618.9
5172,1087049.2
5660,1082777.4
4157,1082611.2
6574,1082023.2
6062,1077505.1
5870,1076332.4
4357,1075862.6
4354,1073672.0
4752,1071200.5
5768,1069864.4
4261,1067858.4
6457,1065646.5
4874,1059716.2
5569,1059670.6
5247,1057411.1
4068,1056560.1
5370,1050167.9
6270,1047353.6
5652,1042632.75
6170,1042164.0
5271,1041921.8
6251,1039749.25
6672,1039593.8
6458,1038526.44
5744,1037482.25
6049,1034997.4
5751,1031769.56
5052,1030937.4
6267,1028270.4
6762,1026266.0
5950,1025356.94
4851,1021908.25
4168,1020121.75
5351,1019454.4
4446,1019101.6
3856,1018394.3
5745,1017877.2
5851,1017200.56
4069,1014994.5
3757,1011433.2
5171,1004515.7
6673,1002888.06
6364,1001470.06
5143,998688.1
3857,997577.44
4848,995363.1
6159,994808.4
5852,991164.0
5071,990091.7
4366,989868.94
6671,988179.8
6248,985534.06
4847,983672.1
4649,980455.9
3956,978103.94
4852,977443.4
5150,976448.25
5246,975832.2
6452,975481.2
4453,974035.7
5372,973061.4
4971,971650.5
5647,970949.1
4550,970930.5
4349,970812.44
4445,970709.6
6369,969897.44
4749,969810.56
6053,968005.3
5153,967080.3
5871,960843.3
4747,956551.1
5451,955153.25
5961,955013.2
4454,950455.2
4444,948349.94
5350,947440.44
6249,945464.6
4552,943212.5
5354,942796.4
5353,940258.6
6351,939754.75
6074,939220.3
8169,939073.5
6558,938655.75
6262,938055.7
5369,936724.4
4973,930300.8
4452,929535.5
4447,929070.56
6252,928134.5
6361,926237.25
4551,926076.3
4657,925602.8
5546,925064.06
4562,923378.56
5644,922380.0
6266,920688.9
5671,920602.75
6359,919288.1
4450,918562.44
5547,913333.3
6461,912011.75
6175,908989.4
6157,908779.25
5756,907935.25
5771,906559.44
5049,905745.56
4060,900556.3
5245,900115.1
7568,898269.94
5469,895543.4
6150,893102.7
6657,891090.3
6459,889477.2
4544,885909.56
4258,885885.3
5656,885837.25
6263,883395.06
4259,882378.8
6250,881716.5
5654,880948.0
4059,878152.7
5755,877147.1
5643,874405.6
7064,874090.3
4159,872436.4
5356,870402.3
3953,870335.06
6858,868424.75
4846,865202.44
4169,865142.1
6057,864944.94
7668,864930.7
5972,864251.3
6451,863448.2
3756,862882.06
6773,862241.2
6662,860971.4
6471,860829.25
5845,860724.94
8762,860474.06
6665,860106.5
5253,859196.6
4463,858136.56
3957,857269.1
6445,856501.3
9368,854497.3
5250,853725.94
6757,853493.5
6271,852879.0
6176,849824.06
4053,847690.44
5067,844383.3
7052,842654.1
6758,841183.5
4965,840842.2
4748,838500.75
5655,838479.3
3962,834284.7
5844,833413.2
5571,830141.06
5863,829616.3
6071,829015.75
6061,828118.3
5544,827793.2
7066,825596.44
5850,825074.25
6474,825038.6
3955,823456.2
6658,821175.94
4158,821081.56
4449,820754.25
4863,820560.75
6872,819840.6
5750,819618.44
6446,818307.7
5145,817310.9
6052,817259.25
6977,816731.25
6161,815557.44
6873,813701.94
5558,813592.06
4746,813480.2
5371,811222.94
6258,810410.0
3954,808362.5
6171,807756.0
8675,807509.4
4264,806179.56
4360,803220.3
5244,802674.6
5457,801371.06
6275,800100.9
5470,799961.3
5347,799308.0
5743,798071.5
6771,795856.56
5173,795689.8
8371,795488.4
6763,794471.9
6174,793606.06
7166,792170.3
6350,791993.44
7468,791923.94
5563,788189.6
5545,788170.7
6547,788125.56
5553,787132.0
8271,785041.3
7077,781300.25
5949,775707.4
5557,773576.7
5554,772736.56
5344,772540.0
5345,772334.56
5445,771754.3
6857,771256.5
6647,771147.5
6664,770557.3
4153,770547.4
6447,767716.2
4054,763700.9
4951,763211.8
5651,762056.44
6160,760949.2
3869,760048.1
6561,759570.7
4645,757956.5
6951,756423.06
7271,755672.25
8862,753553.44
4950,753178.06
6247,753112.56
5273,752576.25
6273,752279.9
3969,751679.44
6346,751386.4
6453,749593.6
6347,749550.5
5272,748550.2
5645,747517.8
6469,747490.2
4350,747132.5
5552,747060.6
3963,745789.9
7724,745422.06
6373,745353.56
4055,745136.6
6246,744547.9
6259,743988.56
5746,742792.9
8370,742706.06
8272,741507.0
6764,740763.6
7567,739982.9
6871,739875.06
4056,739519.7
3858,736715.06
6663,734843.56
6851,734831.4
5555,734369.0
5672,734239.56
6448,733255.8
6853,732329.8
6958,731024.5
7165,729532.9
5448,729137.4
5974,728688.2
8775,728199.6
8874,727822.25
6874,727255.1
6753,726532.8
5463,726030.94
5556,725730.6
8575,725548.06
7569,725263.25
4947,724013.3
6272,723448.9
5551,722672.94
6177,720404.8
6468,719603.2
4646,719496.4
6774,718137.6
6075,718014.9
4845,717475.4
3959,717360.25
6152,715039.7
5657,714211.4
6276,713910.44
6976,713491.3
6952,713290.0
5346,712728.56
8774,712340.8
6277,712209.9
7372,711722.3
7467,706938.94
7768,706772.75
5973,705972.0
4263,705827.06
6564,705125.1
3758,703305.3
3658,702524.44
4970,701937.75
3855,701800.94
4991,699397.8
6546,699206.75
5051,697983.06
4745,697941.25
6475,697749.1
8471,696916.9
9268,695471.75
6156,694114.44
6056,694022.3
4062,693312.4
5466,693135.5
6054,691904.8
3960,691067.3
7371,689964.6
4926,688386.5
4865,686718.56
6470,686405.2
4442,685697.2
7466,684828.0
7669,684136.3
8676,683911.5
4063,683218.7
6568,681465.06
7063,681138.25
4058,681136.56
8372,681038.56
6172,680263.06
8576,679349.7
6077,679166.4
3863,677525.44
5454,677206.2
4057,676347.6
3558,675890.25
5446,674427.6
6348,673373.8
4946,673136.25
5975,671908.3
6353,671477.3
7767,670971.44
6450,670713.56
4344,670068.25
6376,668904.9
3854,667991.9
4826,666131.8
5666,665784.5
7065,664305.7
6850,661922.06
6759,660041.9
3862,659624.1
5355,658493.3
8472,657938.56
6245,657861.9
4464,657524.56
5065,654243.2
6747,652757.06
6569,652270.7
5144,652074.6
8475,650651.2
4345,650446.8
6362,648654.0
8474,647051.56
5946,646080.94
4943,645209.4
6972,645196.06
7085,644942.75
7076,643650.6
6462,642777.06
6571,642723.3
6849,642208.94
4061,641511.7
4451,640614.2
6570,640150.9
7472,639432.25
4248,638217.8
5447,637545.75
6875,634635.5
3659,633723.0
7471,633287.44
6978,632778.4
7078,632542.44
6575,632088.4
3764,629021.5
4249,628645.3
4348,624840.9
8476,624688.44
4927,623715.25
6752,623651.75
5471,621831.1
7264,621440.25
8662,621287.1
6659,621019.6
7059,620650.56
6562,619564.5
8574,618760.25
9369,618079.75
5548,616903.6
6559,616670.06
5945,614839.75
5444,614567.1
6852,614080.6
6573,613927.06
3656,612879.94
8473,612130.94
6349,611903.56
4448,611117.3
6278,609780.56
5050,608986.25
6646,608894.3
6464,607486.6
4361,607290.2
6761,606774.8
6363,606715.7
3958,606322.5
6178,606284.8
4346,606210.25
6950,604915.94
8572,604541.44
4367,604353.75
5874,602899.94
6566,602665.1
6257,601436.75
4443,601129.0
1251,600923.2
4247,597924.1
3864,597905.9
9367,597423.56
6667,595344.9
4940,595310.25
8857,594963.56
6456,594817.06
7868,594754.7
6367,593827.2
7272,592545.4
4353,591530.25
7566,590393.9
5027,590386.7
5572,589617.9
4343,588515.7
6548,588237.8
6756,587870.06
6173,587766.9
5040,585101.5
3852,584813.25
7255,582094.44
4644,581418.4
5876,580208.56
6473,578634.6
3848,578481.56
7769,578312.2
7263,578000.6
7058,577959.4
6971,576889.4
6670,576332.06
9884,575925.9
6048,575047.2
4465,574312.25
8573,572750.1
6472,572584.8
6253,570917.3
6578,570844.25
4945,570799.0
6365,570079.1
6870,567584.0
7062,566931.2
9269,565814.2
5455,565804.1
6550,565231.3
3853,565228.06
7086,565002.94
4149,564855.75
5366,564829.4
7284,564021.3
5442,563941.2
7869,563580.5
4342,563095.75
7061,562522.0
5456,562001.5
6751,560491.8
6449,560307.5
3847,560298.56
4163,559911.25
5774,557828.56
4347,557579.2
5543,557386.0
5342,556578.5
2245,555878.1
4147,554979.9
5977,554676.75
147,554475.06
3970,553546.94
4250,553466.25
6567,552811.9
6656,552492.3
4365,552409.94
6047,552251.5
7989,552187.3
5243,550227.5
9885,550180.5
9977,550028.06
8090,549419.2
5875,549300.2
7067,549145.0
5948,548876.44
8674,548654.9
6377,548318.25
7176,547882.44
6055,547639.44
7667,547298.9
7056,546938.94
3755,546520.44
5764,545798.4
5976,545649.6
4941,545643.44
6153,543374.2
6076,543013.44
3872,542710.1
5039,542590.2
6959,542371.7
9978,541091.3
6476,541060.94
6970,540622.7
4351,540600.7
6953,540456.56
3851,540027.44
6552,539089.5
6969,538894.8
5650,537644.44
7969,537530.75
5266,537338.25
7060,537129.7
4246,537114.8
3868,535919.1
5846,535611.25
6775,535489.6
4352,535480.25
3871,534841.0
6668,534317.44
2145,534199.3
6863,533300.75
4148,532947.2
5089,532840.0
6146,531904.1
9468,531391.06
8672,531098.8
8374,531019.44
3846,530542.8
5864,530466.5
3952,530123.25
8875,529966.6
4150,529911.25
5041,529367.44
6975,528505.0
7990,527183.25
7167,527142.9
6973,526366.94
5550,526051.44
5947,525927.9
6078,525717.0
4253,524856.0
9267,523072.72
4245,522816.38
3968,521880.16
7051,520709.12
6750,520663.8
7155,520465.8
6760,520166.97
6961,519236.4
4877,519227.1
6956,518683.5
7072,518427.47
9467,518365.16
6279,518175.03
4162,517733.4
7670,517376.25
7081,517176.9
3964,517120.47
8054,517096.2
5241,516299.94
7770,516260.66
4643,514807.62
7469,514789.8
6046,514564.16
4251,513868.06
9370,513424.56
4942,513307.88
6862,512848.97
4765,512116.4
9976,511915.5
4064,511805.66
7366,511727.4
3751,511631.84
6770,510020.6
7454,509827.7
5026,508168.47
6463,507998.6
6551,507788.06
3748,507735.78
7177,506952.6
4777,505759.97
7240,504958.53
4543,504632.5
6572,504601.28
4252,504507.0
7159,504474.97
5375,502273.1
3965,501962.22
4844,501231.84
3850,499853.7
8756,499714.03
6045,499328.84
4944,498648.56
3634,497459.97
4890,497420.84
8834,497373.28
3633,496984.16
9877,496794.34
6652,496604.94
7654,495736.47
6864,495407.3
5665,494383.3
6856,494213.75
4262,494019.34
4152,493323.12
6145,493098.7
5472,492731.8
6147,492641.88
8571,492275.9
6645,491572.0
4869,490818.75
5343,490613.28
3859,490398.03
6957,488833.2
4642,487615.5
6861,487448.28
7856,487114.7
4870,486800.38
5142,485728.16
6876,485369.22
7254,483700.97
4341,483095.3
3971,482737.72
8373,482420.9
6144,482327.1
3750,481663.28
7570,480641.38
6859,480376.12
4128,479061.97
1151,478858.5
6563,478289.0
3763,478125.44
9985,478016.03
6968,475540.56
7870,475529.1
3860,474510.2
7755,474378.56
3559,473521.25
3972,473050.12
8677,472743.78
6553,472587.88
5045,471035.75
3436,470826.78
8855,470585.34
7370,470549.25
8154,470174.06
8089,469995.97
6963,469443.84
8671,468128.97
4843,468113.78
6960,468087.03
3961,467612.47
4146,467037.4
3949,466166.88
4744,465773.75
6754,465701.2
7367,465537.72
8190,465371.53
6545,465355.9
3536,465299.78
5357,465195.28
5341,464781.84
6962,464726.22
3650,464608.88
7053,464380.44
5141,464136.47
1250,464113.53
6860,464057.88
5549,463702.78
6549,462952.9
5877,462552.12
8053,462472.28
3947,462201.9
7470,461509.22
3849,461259.22
6653,461077.12
4743,460087.44
7554,459456.16
8957,458928.7
4052,458549.78
8771,457839.4
8734,456440.3
9878,456159.53
4049,455968.6
7465,455960.94
4466,455703.75
5775,455614.4
7071,455545.56
3437,455171.75
4468,454874.62
4151,454179.56
4542,453421.9
3749,453161.8
3759,453155.62
7175,452681.8
7985,452571.0
5378,452407.7
5364,451711.66
8273,450872.0
6746,450462.94
3533,449287.72
8772,449028.28
6576,448878.2
8470,448546.84
7069,447110.28
7952,446974.47
5978,446763.0
4266,446751.03
8084,446381.9
5763,446222.4
9484,446053.78
4369,446033.53
5376,445840.5
4669,444438.34
5174,444381.1
8562,443946.5
5847,443878.3
3432,443785.22
7369,443249.38
3655,442336.75
5565,442273.5
4864,442104.38
6869,441822.47
3948,441070.88
7571,440933.56
3635,440902.34
3754,440017.12
8577,439974.16
6666,439799.78
3760,439288.97
4867,439213.7
6556,439156.62
6949,439029.4
7756,437865.6
8171,437432.56
3967,436658.56
7855,436408.94
7490,435595.2
7491,435595.2
7354,435148.25
4989,435027.22
48,434609.97
4145,434176.97
4268,434142.7
4050,434120.22
3537,433591.28
9986,433507.72
7173,432573.66
9059,432530.84
5274,432504.6
8670,431052.28
4048,430976.75
5441,430761.8
7057,430457.72
4778,429344.28
7068,428700.25
8276,428483.2
7885,428176.56
7754,428069.38
4265,427634.5
3651,427627.0
4741,427412.06
7591,427310.9
4244,426635.53
4841,426321.94
9784,425880.66
7443,425832.53
6579,425355.2
5277,424992.5
5090,424929.8
4267,423447.78
5564,423135.78
8189,423118.1
4742,423029.38
3534,423023.1
7158,422885.38
9159,422541.0
4977,422313.75
8172,422040.97
7157,421944.4
3966,421598.97
8175,421331.3
9469,421142.2
3736,420680.84
3636,420633.1
8091,420555.12
8277,420523.44
7590,420502.94
6877,420483.34
8376,420251.25
3950,418935.44
3735,418670.2
7156,418022.88
4144,417567.2
6357,417111.88
8073,416587.44
7075,416508.78
7080,416078.28
5043,415859.9
8191,415823.88
3752,415252.88
5878,415246.16
8375,415032.03
8173,414550.44
9987,414351.56
5475,413539.1
8275,412750.03
7180,411985.75
3535,411982.88
8072,411318.7
4871,411154.25
7073,410590.25
1051,410398.06
3532,410359.75
6878,410324.53
3772,410023.7
6396,409571.2
3771,409535.25
4569,409447.7
6496,409250.72
6577,409208.44
6366,408287.8
8974,408124.22
7652,407911.44
8377,407558.75
6669,406839.38
8274,406760.5
9583,406422.47
9569,406375.4
6967,406183.9
7647,406177.25
6745,405888.84
9483,405800.3
6397,405781.8
4842,405430.3
8176,405338.25
6661,405316.2
3673,405279.22
3861,404870.72
5843,404253.3
7270,403546.47
8270,402551.4
8071,402051.78
8856,402015.28
4164,401852.1
4368,401597.28
4868,401336.3
5747,401215.88
7055,400971.2
3649,400636.7
7973,400570.88
7953,400530.5
7655,400334.56
4326,399718.2
5140,399439.3
3865,398773.97
7671,397982.75
6854,397931.62
7656,397173.9
5042,397167.6
4325,396879.88
9270,396464.12
6155,395768.44
4990,395470.28
7986,395390.34
3674,395271.44
8477,394448.88
3870,393815.53
6650,393519.22
7390,393125.84
4866,392877.12
9984,392361.47
7050,392054.7
7489,391987.75
8959,391925.47
8269,391880.94
8975,391364.12
7657,391313.97
3773,391291.44
3747,390909.25
6955,390764.53
8085,390516.66
7651,390462.34
7565,389356.9
9150,389347.22
7653,388803.38
4664,388794.34
4679,388468.53
951,388229.44
9074,387896.2
9251,387469.56
3775,387273.84
3453,386383.5
8174,385989.97
3118,385490.56
4070,385335.28
6868,385151.3
6378,385060.34
7555,384399.16
7160,384174.34
7384,383380.5
7666,383288.7
9250,382951.8
6966,382906.53
8378,382676.28
6895,382387.12
6795,382387.12
8852,381944.34
1052,381401.25
8673,381326.22
5464,380408.97
5165,379501.3
4469,379205.25
6679,379068.94
6660,379061.56
7867,378216.34
9151,377896.97
8278,377397.88
8076,376718.1
7343,376673.0
7046,376145.97
8055,376051.7
7368,376017.1
6981,375636.44
5240,375593.12
9075,375456.8
4269,375424.03
8757,375105.56
6256,375072.3
7339,374994.12
7257,374728.66
5242,373864.9
2246,373457.44
6954,373307.25
7162,373145.53
8661,372827.94
7991,372709.47
7553,372698.62
9568,372385.28
7889,372379.03
7460,372225.2
7385,372189.84
6980,371797.94
6894,371626.34
3774,371127.38
1152,371115.0
8773,370932.2
2146,370892.88
7340,370536.2
7492,370452.94
7646,370334.84
4763,370091.53
5044,369722.66
6945,369474.06
7084,368862.4
7970,368788.66
7442,368744.06
7766,368670.75
6768,368530.53
7045,368423.03
7267,368257.6
8011,368000.88
7268,367926.34
7241,367893.94
4467,367454.4
3875,367239.8
4228,367174.06
7174,366701.5
3753,366017.88
4227,365670.7
3563,365301.2
5275,364705.75
8952,364642.12
7543,364230.75
6395,364164.38
6848,364127.97
8858,364081.1
8873,362852.66
4226,361912.56
4939,361862.53
8835,361811.62
3553,361475.12
3845,361276.22
6769,360914.88
9887,360275.7
4479,360235.6
4568,360198.2
8656,359887.06
7854,359218.06
6867,358924.47
3218,358721.06
4072,358673.1
3353,358432.25
6497,358198.03
2266,358017.84
4767,357667.03
7279,357583.53
6495,356926.4
3946,356863.38
6651,356732.16
3765,356270.84
3653,355415.6
9167,355346.94
4566,355220.66
9174,355166.3
6855,354731.06
8478,354524.47
7988,354399.66
5091,353991.03
6879,353986.22
4827,353681.34
7592,353370.3
3874,352957.03
6676,352903.53
6444,352775.06
6794,352636.72
5663,352481.25
3652,352132.0
4067,351963.66
3657,351799.94
8851,351578.88
6979,351529.4
7079,351529.4
3733,351307.88
247,349947.72
3654,349927.62
6355,349655.97
3433,349366.8
9168,349200.94
7168,348855.56
7972,348741.0
2046,348664.9
8186,348409.62
6354,347521.62
9158,347468.75
8290,347383.3
4236,347310.44
7266,346888.53
3336,346754.34
3564,346543.16
8976,345542.7
9060,345091.88
8289,344969.97
6749,344770.72
7239,344630.72
7355,344532.72
8052,344352.3
6847,344194.22
7852,343788.28
8872,343310.6
7269,343204.47
3876,343059.62
7444,342908.94
8751,342229.03
7154,342074.16
8389,342042.84
8088,341607.6
952,341554.9
8752,341529.62
9584,341429.2
7258,341389.6
8291,341278.1
7172,341197.72
3660,340919.6
4470,340328.44
7265,340319.16
9058,340048.7
4379,339865.28
7954,339530.1
3648,339429.44
6845,338849.75
8570,338524.44
7644,338350.28
9057,338309.8
9175,337679.66
5265,337259.06
7161,337152.53
3761,336895.66
8919,336514.78
1247,336511.88
6846,336365.12
9477,336215.84
4779,336209.75
8619,336120.3
8958,336038.94
9466,335801.97
851,335589.94
8719,335552.53
8819,335552.53
8720,335552.53
8621,335552.53
8721,335482.2
6356,334385.38
6885,334378.12
4141,334092.44
3734,334049.2
5374,333301.53
7358,333240.97
8388,333038.78
6044,333002.6
3385,332928.22
3285,332925.75
6880,332823.62
8153,332720.0
5379,332502.1
4370,332487.97
4889,332455.84
3253,331975.0
6946,331657.3
3435,331179.62
4478,330567.94
4165,330320.72
8920,329941.03
5373,329486.06
7560,329443.2
7342,328989.9
4071,328940.53
4127,328487.97
3434,328179.06
3334,328179.06
4878,328037.84
6765,327738.34
8820,327511.53
7722,327320.56
9979,327209.53
4840,326477.12
8185,326400.38
9194,326149.28
7391,325929.78
4229,325758.94
9195,325276.16
3951,325078.22
7259,324319.4
6866,324220.22
8390,324211.3
7365,324050.9
1948,323954.5
7070,323749.84
3867,323640.7
7561,323521.47
9295,323310.94
9152,322881.84
4073,322683.8
6964,322526.12
7344,322507.1
1848,321820.72
6779,321748.66
4027,321320.1
4029,321128.53
7461,321011.9
4140,320417.97
6465,320301.84
7771,320290.78
3554,320243.6
8012,320207.72
8519,320181.7
8620,320166.3
6586,320048.94
9073,319803.75
8578,319239.7
3386,319096.3
7379,319096.3
8188,318603.44
3664,318327.88
4966,318222.5
8489,317831.47
8490,317690.88
8391,317648.34
5167,317647.9
7544,317489.1
8770,317338.94
7041,317216.88
6974,317202.2
3337,316968.62
8960,316830.97
5380,316445.12
6585,316434.12
3873,316423.72
7178,316331.22
7955,316302.47
2045,316295.97
8491,316005.78
8761,315981.12
6686,315978.0
7186,315930.75
2047,315925.06
5381,315916.8
4641,315839.28
3973,315620.44
7593,315584.97
3647,314785.84
9173,314757.75
2147,314724.53
3737,314710.88
7968,314509.94
3335,314506.12
5480,314357.0
6695,314024.38
7179,313440.53
4766,313350.6
6944,313263.75
5166,313247.22
6154,313038.06
3672,312964.3
3036,312944.44
1147,312909.22
1947,312884.5
9366,312705.5
6244,312366.3
347,312222.2
3663,312144.66
9460,311803.2
9562,311803.2
9561,311803.2
9560,311803.2
8973,311760.0
7853,311750.3
7455,311723.6
9661,311693.97
9461,311373.3
9485,311282.56
5377,310997.16
3675,310836.3
9172,310776.62
3776,310749.9
7757,310544.25
8469,309722.9
5476,309669.06
8080,309529.28
4768,309483.4
8652,309453.3
9476,309268.22
4047,309263.56
9662,309023.66
3929,308928.94
6865,308845.9
6467,308834.38
3454,308766.4
9886,307939.78
8086,307366.03
6454,307279.97
5664,306689.88
3185,306520.0
9157,306472.03
8821,306369.44
7572,306265.8
5074,305968.78
9577,305824.12
7886,305691.75
4243,305081.6
7523,304861.03
8552,304774.72
8663,304628.34
8288,304566.66
8569,304524.4
8180,304308.72
6379,304041.6
6776,303831.72
8758,303705.84
2338,303623.72
3284,303601.8
9377,303563.2
7645,303520.9
4678,303463.06
7242,303411.06
3184,303265.66
8636,303155.97
4038,302946.3
7152,302931.9
8561,302726.66
5779,302702.06
6778,302637.34
6777,302637.34
6678,302637.34
6677,302512.12
3866,302346.7
1053,301804.75
9360,301776.25
3762,301766.6
7884,301723.2
3549,301636.7
9551,301529.78
3282,301277.6
3182,301277.6
3183,301270.72
6965,301222.8
4028,300977.8
9294,300841.75
7243,300792.7
7453,300701.03
8369,300612.28
7691,300582.38
8488,300577.0
4129,300545.84
9396,300298.4
7285,300212.06
5778,300084.78
9552,299809.16
2339,299626.75
7774,299478.75
7873,299478.75
6254,299363.94
9395,299153.9
9451,298929.34
9651,298902.88
9652,298861.78
5849,298816.97
7141,298768.84
3352,298724.6
9452,298617.88
9352,298575.7
9351,298550.22
47,298485.66
9361,298356.75
7389,298232.1
4030,298225.7
8818,297874.9
7773,297840.6
3381,297741.62
7932,297682.84
7524,297324.1
8660,297075.22
7971,296661.6
3380,296388.1
3480,296365.7
3481,296364.06
7044,296273.7
3581,296259.84
9876,296225.75
9170,296056.75
4051,296023.1
8776,296001.72
8452,295983.88
4241,295980.44
7364,295911.5
7040,295835.16
7890,295664.16
3283,295506.9
7140,295161.78
8669,294988.5
2936,294909.9
4329,294884.94
7142,294654.88
9252,294598.94
7871,294574.9
9019,294560.22
3665,294533.88
7931,294424.22
8387,294172.4
8074,294117.3
4143,293761.97
7074,293618.16
7341,293536.62
4380,293532.38
7145,293084.12
9171,292934.5
8956,292841.03
8287,292770.4
7753,292656.34
9271,292349.47
8659,292185.34
6948,292121.9
4764,291987.28
7440,291642.44
3452,291600.38
6896,291558.44
3555,291400.38
9462,291295.16
4930,291189.75
7143,291095.88
4441,290819.34
7665,290774.1
1949,290655.7
8759,290580.25
9660,290393.56
4240,290185.78
9778,289911.97
9653,289880.47
3235,289441.9
8392,289401.3
9397,289307.38
